review,sentiment,sentiment_pred
مخنثين مسيبين بلدانهم حروبات و ناس جواعا و حاله مركبه و جاي لتونس يتفينس و يسيب في انوثتوا تفوه عليكم و عاللي جايبكم,Negative,negative
احسنت صنعن تونس واقفه علي رجالها اكيييييييييد,Positive,negative
ارهابي,Negative,negative
امنه فاخر,Positive,negative
احسن قناه تونسيه,Positive,negative
تبارك الله عليك يا نور وحدك و زايد معاك,Positive,negative
امصط كمودي واكبر طحان ومسخ,Negative,negative
ثعلب عزوزه,Positive,negative
بااااااااااااارداه ومسمامه,Negative,negative
تفوه عليك يا نجاسه,Negative,negative
شوف الحجاب قداش يزين البنيه,Positive,negative
احلي حسين ربي يحفظك و نشاله من حسن الي احسن بحبك مووووت,Positive,negative
ياكلب ياكاراكوز تفو عليك وعلي امثالك كان تجي راجل انتي و نوفل راكم عملتو لعار لتونس زايد رخيص ولكلب يقعد كان اكاك تفو,Negative,negative
ما شاء الله عليكم الف مبروووووووك,Positive,negative
يا كلب,Negative,negative
جعفور يا معلم نشاء الله نشوفوك ديما في اعمال جديد,Positive,negative
ولله انت اعضم اب,Positive,negative
مرا,Positive,negative
اخلاقه عاليه ومودب ويحترم ضيوفه وهذا ما يجب ان يكون اخلاقيات المهنهواحترام الضيوف واحترام المتفرجين حتي نفهم محتوي البرنامج,Positive,negative
هي قدوه للناس الكل و هي السبب الي خلاني نتوجه حقوق كم اعشق تلك المراه التي تتحدي العالم لتثبت وجودها,Positive,negative
مزيانه,Positive,negative
رجع ااطحين كيم قبل معلم ربي يهديك يا امين قداش نكرهو ياسر ماسط و ما يضحكش هو المنظر هاذا يستاهل كل شي نهار كامل وهو يعوعش و عامل فاها صوت وهو واحد ماسط مسخ حثاله سوق و ماهوش متربي والمشكله في اعلام العار و البرامج السوقيه التافهه لي تجيب فيه و في امثاله في التلفزه بيانو ياسر ضايع الغنايات الكل مسطهم زباله حثاله الي الامام الي الامام اعود بالله منها و من امثالها قحبه و عاهره و خامجه و فاجره و مومس و فاسده و كلبه و ميبونه و الله يهلكها هي و عم الطاهر راجل كبير وواطي تافه وساذج ملا مستويات العيب موش منوا ملي مستدعيه البرنامج فسدو كان المارق والبهيم والماسط شكيب لخرا افلم علينا وقتلنا بالبهامه لا لوم ع الطالبي خاطر مضبع و داخل في حيط اما اللوم علي جاب الرهوط علكه وعله يشد ما يسيب يا جبان نحبوا شويا نقد للسعوديه المره هاذي ما عجبنيش بالكل يتصنع ياسر في الدور ممصطوا ومقل ربايتو والحق موش فيه الحق فلي جابو خساره فرعس مسار الحلقه ومسطها منحبوش منعرفش علاش امسط منها مافماش موش خارج عليها دور جمله,Negative,negative
لا يليق بهذا البرنامج,Negative,negative
ما يعجبنيش,Negative,negative
شيحكي هالابله,Negative,negative
مقزز مقرف سبب من اسباب انتشار الزطله في صفوف الشباب هو المخلوق هذا و فن متاعو,Negative,negative
لطفي و اولاد النهدي الكل كلاب,Negative,negative
برنامج رايع بالتوفيق,Positive,negative
تمثيل رايع برافو,Positive,negative
العيب في الاعلام اللي جايب شلاكه زي هذا وترلي اعصابي ما يحشمش,Negative,negative
صوتها مزين محله,Positive,negative
بربي قولولي ياخي شكيب درويش وجهو مقزدر الي يجي ينبزو و هو مزال مقحف و جهو في التلفغزه بربي يا شكيب برا شوف حل لحياتك راهو معادش فاها وراس خويا,Negative,negative
توا هذا منظر حاشه خليقه ربي ملا رهوط,Negative,negative
مسلسل خامج لعام جاي مسلسل فيه بنت سامي الفهري تغتصب,Negative,negative
تفوووووووو حيوان و ماهوش متربي الله لا تربح الي جابك و رباك,Negative,negative
انسان حقود مسخ منحط سافل ساقط ماسط تافه نعن زك امو القحبه,Negative,negative
نحبها,Positive,negative
شعب تاافه الي اقصي درجه فيقو نيكو,Negative,negative
وانا نقول شبيه ممسطو ملا لحاس يعطيع عصا علي راسو ممسطو براس امكم طردوه خايييييببببب,Negative,negative
والله ماسته وخارجه من قشرتها متصنعه,Negative,negative
القاضي هذا مشكوك فيه في تبييض التعذيب في السجون,Negative,negative
مساط السيتكوم,Negative,negative
اللقطه حسيتها وكانها واقعيه من كثر ماابدعت مفيده فيها برافو وحيده الدريدي ممثله عالميه,Positive,negative
البرنامج هذا مايجيب كان الحثاله,Negative,negative
اسطه لاسطه,Negative,negative
جعفور هبلهم بل احمر هبلهم,Positive,negative
احلا نقشه,Positive,negative
في كلمه معلم و تمنيت كان كملت شديتها من شعرها راك برتلي قلبي علي قاعده,Positive,negative
لا تعليق,Negative,negative
برفو مع اختك صوفيه الرفرافي من ولايه بنزرت,Positive,negative
احلي جعفور انشاء الله تكون قدوه لبرشا ممثلين و انشاء الله من حسن الي احسن و احلي تحيه مني و من اهالي معتمديه بني خلاد الي جعفور ربي يكثر منك الناس,Positive,negative
مع احلي منشط نووووووووووووووووفل الي الامام نوفل وربي معاك ومع جميع العاملين في القناه نحبكم برشششششششششششه,Positive,negative
حسب برنامج كلام الناس عبدالله قش طلع ولي صالح و انا نقول شبيها البلاد قحبه و متعيش فيها كان القحبه و متحكمها كان القحبه بنت القحبه الحق في البرنامج كل مره اجيب لنا غريبهنحن دوله مسلمه لازم ناخذ موقف ضد هاته القناهقناه العار والكفر استغفر الله استغفر الله استغفر الله سبحان الله طفل سنوات يخطف و يغتصب و يذبح كالخروف بزجاجه و الله انها كارثه انسانيه بامتياز فان لم نقف عندها فاين سنقفام ان العربي دايما همه الوحيد بطنه و فرجه و لهوه بدات ورقه التوت تسقط دوله الهانه الشيب والعيب برا الله لا تربحكم يافساد الجهل مصيبه و الانا الاعلي الا حكي علها فرويد هي المجتمع هههههه ايسلم قرايتك فضحتنا ههههههه هذا المنافق لابد له ان يرحل لانه انتهي وسقط من القلوب والعقول اولا ولازال الي يومنا يدافع عن ارهابي وهابي داعشي اسمه رضا الجوادي وبالمناسبه اتوجه بتحيه الي لطفي العماري مهوش راجل معجبنيش في حياه جبنون كي قال المرءه بيضعه واحد منحط و خامج يدعو للرذيله و حتي هي قاعده ليه مكه با يمسيلها تفوه عليه لعنه الله علي اعلام العار ياشلايك هاكا مستواكم يابهايم سخافه ياسر يغش ههههه المره هذه معجبنيش ماسط و الفازات كلها بايته كلام الناس امساط بيك نموت و نعرف علاش تضحك اففف ممسطك و ملسطك تافهه جدا مثلها مثل الي معاها بصراحه العيب موش فيك العيب في الي جابك والله عار علي تونس التونسيه اعلام العار تافهه و حمقاء و اهم حاجه ما تمثلنيش كمراه تونسيه و زيد نقولها من انتي لتتكلمي عن احمد الاندلسي استر ما ستر الله قله حياء مسلسل كي الخرا جرذ والله شيء يحشم وعندك وجه تقابل بيه في الناس وتناقش ملا رقعه انا ملي شفت الضيوف وشفت فيهم الغربي عرفت الي الحلقه فاشله هذا معفن وخامج ووجهو ممسوخ وخساره كبيره اسمو الطاهر والحمد لله انو ظهر في التلفزه وكشفو الشعب علي حقيقتو الوسخه سيف الدين مخلوف معلم عليك,Negative,negative
