clean_text,sentiment
ما شاء الله برجولية عجبني صوتها كان غنات انت و بس الي حبيبي رائعة بلاغة و صياغة امراة صريحة مثققة بشوشة جدية محترمة محرزية عبيدي ابداع خويا علاء ربي يحفظك وحصة عندي ما نقولك تجمعنا كل جمعة ربي يعطيك صحتك وسلمنا على الفهري رانا توحشناه رانا ايام دليلك ملك جعفر القاسمي إنسان مثقف خفيف الدم الله ينجحو أحسنت كافون واصل جعفور واصل انت معلم و تعرف تتكلم ووحدك في الوهرة و رد بالك من اللبلابي راهو يسمن تمثيلها باهي اما يا وجيهة التواضع باهي راو رانا جيران الدور متاعها خلاها هكك اما محلاها في طبيعتها كوثر بالحاج بالاخص عندها ضحكه عالميا برافوو نور عجبتني لموتور لكببره لسرقها براهيم احسنت سي جلول لطفي العبدلي من احسن الممثلين بالمسلسلات الهزلية بالتوفيق لك امين قارة باهي لكن علاش نوفل ماعادش هو ينشط أحسن سيتكوم الحمد لله يا ربي هاذي الحلقة تعدت خفيفة و تحفونة منغير الهرج متاع السياسيين يعطيكم الصحة ما فقتش بالوقت كيفاش تعداا يعطيك صحا بسم الله مشأالله احتراماتي ليه انسان محترم و مبدع نحن نعشق الحوار ت معلم حشيتهولهم معلم تعرف تمثل و بربي برنامج الشرطة عدوا جبوه برافو وليد جعفور معلم صراحة سي مورو تعجبني برشا كشيخ إ سلامي أما السياسة خاتيتك برافو ملك التتويجات تفرض الاحترام تبارك الله عليك يا للا محلاك يعطيها ألف صحة، أطربتنا بصوتها الشجي الرائع و بخجلها و حيائها و الله ممتازة انا قبل ما يعجبنيش برشا وليد اما الليلة حبيتو اه كان جاء عنا منو في تونس كلام ناس برنامج كبير جعفور ديما متألق و عجبني كلامك و موقفك ليوم برافووووو محلاها سامي ام مش يغدر بيه ربي يفظلك لميمة من احلى النساء و محلى ضحكتها هذي النساء برسمي اناقه و عقوليه وتربيه راجلها خذا و ربح نحبك جعفور انشاء الله ديما متالق و ناجح تبارك الله عليها، موش عارف اش باش نوصف نشالله الممثلين الكل يوالو كيفها جعفور المعلم ديما محفلها نور شيبة زادة رائع في الغناء و الجو بية الزردي ماشاء الله عليها قد ما تكبر تزيان نحييكم محلاكم الكل يعجبني و نتمنى يجيني يغنيلي في عرسي جعفووور يا باهي محلا طلتك برافو مقداد صمتك في بعض الاحيان و عدم ردك على بعض تدخلات الحاضرين معك يوحي باجابة ترضي المتفرج توفيق فكاهي و نقلوا برافو خاطر تحسوا شعبي و يحب يفرح الناس و المبادرة لعملها في الحبس منذكرش شكون عملها و لا حاول يخمم فاها ماشاء لله تقتل من الزين نيالو اللي بيش ياخوها ممتاز طيح على الكل ماشاء الله تستحق الاحترام و اكثر سياسيه محنكه أمسط مخلوق في دنيا قعد كان يتشاخص على زوالي كيف يبدا بحذا صلاح مصباح يبدا يسلك فاها معاه نموت عليها نجلاء تعجبني في شخصيتها و كلامها و خاصة تمثيلها وحدك في الوهرة يا أمين قارة وليد التونسي رتحت علئ قلوبنا الليلة برافو برجولية تبارك الله عليه راجل و أنيق و متربي و يزيو من التنبير عليه شنية على خاطرو مزيان هبطتو عليه تحية وتقدير للقاضي الشريف زينة القصرينية تبارك الله عليك منورة قناتنا الحوار التونسي ربي معاك تعجبني أمين متروبي ومحلاه يعطيه دوده مااحلاك عبد الفتاح مورو تبارك الله عليهم,Positive
ياسر طالعين اعلى بعضكم ربي ايفضلكم,Positive
مااااسطه,Negative
حركة النهظة لن يأتوك يا اختي جماعة النهظة ارتدو على كل اخوتهم وعلى كل من ناظل معهم جماعة طحانة ما فيهم واحد راجل,Negative
ء د,Negative
قحبة و بالقوي,Negative
شلة الشلالة ورقاد الجبانة وعد ربى على التوانسة اللى يتفرجوا فى قناة الزبالة و الرذالة,Negative
وحدة كيفها خامجة عار علي تونس و اهوكا وليد تونسي كركرها في دقيقة قبل ما يخرج,Negative
ممثّل ماسط ومسلسل ما جاء شيء بطرون لمّ القحاب والموبّن متاع تونس في نفس المسلسل وعدّوهولنا في شهر فضيل اللّه ل تبارلكم,Negative
انسان تافه و مهرج ع قة له بالفن و الاخ ق متخلف و كغى,Negative
محلا زينها هي,Positive
برجولية ممسطك يا لطفي قداكش بلييييد,Negative
أحترم هذا الرجل كنائب في مجلس الشعب أكثر منه كنائب في المجلس التأسيسي ربما الخبرة أو قضية بنك لازار التي زادت في شعبية سي مهدي,Positive
مرا صنديدة,Positive
اتفوووووه عليهم,Negative
ماسط لاسط فتنشيط راس البصل ميطيح عليه حتى واحد,Negative
جعفور يا معلم ربي يوفقك,Positive
فاشل,Negative
تقعدوا طول عماركم اعلام عار اوصلوا لمستواه و بعد احكيو,Negative
أمسط منو مفماش و شنية مشكلتو مع النهضة ملا رجعي,Negative
مسلسل مظاهر الخماج متاع رب توانسا الخماج مسكين والله،لازموا يمشي يسمع بسيكوم فماش ميفيق شواي على روحة ايناس اغضبتني كمشة معاقين و طحانة كذاب هذا كلب اخواني وحرام يظهر في التلافز من فضيحة تتحول الكلمة إلى فضوحة هههههه برشا خمج و قلة حياء واحد يحشم علي روحو عايلة ملمومك وانتي توري كان في الخمج متاعك الحق فلي يتفرج فيك ممسطو و مبلدو و متفهو ماسط لاسط شى كبير فى المساطة كلب نعلت الله عليك يا خمج مرزن دمك لهم صغيرا تصخايل روحك ما يجي شي هو وتونس من لتوا تافهة ومنحطة ووسخة وما تفهم شيء في الدنيا وخاسرة منسوبة للمراة التونسية اسقط و انذل تونسي يدعي التمثيل و الانسانية و بداخله كره و حقد ايديلوجي اعمى نكرها برشااا و ڨدااش تيتزعبن و لعبتها فينااااس و هي معرسة بخنزير برشا قلة تربية وقلة أحياء كراوك أخر الزمان يا خويا أمسط منك ما راتش عيني يا خويا أمسط منك ما راتش عيني مساكن جماعت الحبس اوكلهم الي جا و امعيشينهم كما جا زيد عليهم توفيق ماسط ربي اعينهم انت لا تمثل رجال بلادي انت و امثالك صدقني مافماش فرق بينكم و بين الحيونات لا حول و لا قوة الا بالله تفاهة إنسان رخيص كلب النداء انت احقر انسان انت حثالة المجتمع انت تتاسف منك تونس يا قبيح عيب عليك يوتر الاعصاب ماامسطو اوووف اخي تحب تشري تونس ب مليار تفيههههههههههه عليك و على والديك يا كلب يا ساقط يلي ما تحشمش ماسط لاسط بجاه ربي اعطيو هملو ها زوز صوردى و قلو معادش يجى ملا هم قبح الله وجهه أكثر مما قبحه هذه نسخة من ثعالب تونس القحاب و الملاهط و حاشة بنات الاصل المتربين في حجاب و خمار و الزين و العين شقنوسة برشا و ناقصة غلوة سقوطيا يعطيك كلب معناتها لعراء في تونس ولا جرأة و نتوما قناة اللواط الجنسي تعديولنا في هالرهوط و تحبونا نتفرجو ماسط وساذج في تفكيرو كلمات تافهة من عبد أتفه مرزن ملايكتو الشفاعة الله غالب ما تعجبني في شيء لعنة الله عليك لادين لاحياء ولاحتى مجرد كرامة؟؟؟؟؟؟؟؟؟؟مستويات اثقل من نهار الاثنين لحاس طاح مالعين ماستا برشا و النادي الافريقي اكبر منك يا طحان ماك كنت تخدم عندو سليم الرياحي يا ميبون عملتو العار و الدوانة مع الشعب تافه وجاهل وهذا الخطير كلب وخنزير كبير نسيبتي العزيزة الكلها ماسطه وفما برشا ناس ايقواوا ايضحكهم الفاهم بلعكس انا عمري ماضحكني يا والله ايبكي الضحك راهو فن ومش كل الرهود تقتنوا آمين النهدي قبل ما يتكلم ومن غزرتوا بركا ايضحك الناس الكل تفوا عليك عاملة روحها ممثلة ،تى وكان يهطونى مال الدنيا ويقلولى اتفرج نرفض على خاطر فما وحدة خسيسة ،تفففففففففوا عععععععللللليييييك احقر انسان ريت في حياتي تفوه عليه متاجرة بالدين من الصنف الأول و لها من الكذب و الدعارة السياسية و مرجع لتبييض الإرهاب و تمثل حزب متورط في الإرهاب و الإغتيالات السياسية,Negative
